node,node_type,in_degree,out_degree,total_degree,betweenness,pagerank,in_cycle,scc_id,scc_size
Nephrosclerosis,regular,1,0,1,0.000000,0.003104,False,57,1
Obesity,regular,1,2,3,0.000000,0.003104,True,68,37
Pathogenesis,regular,1,2,3,0.000000,0.003104,True,68,37
Pathological_Dilatation,regular,1,0,1,0.000000,0.003104,False,58,1
Posterior_reversible_encephalopathy_syndrome,regular,1,0,1,0.000000,0.003104,False,59,1
Pre_Eclampsia,regular,1,1,2,0.000000,0.003104,True,68,37
Pregnancy,regular,1,0,1,0.000000,0.003104,False,60,1
Premature_Birth,regular,1,0,1,0.000000,0.003104,False,61,1
Proteinuria,regular,1,0,1,0.000000,0.003104,False,62,1
Pulmonary_Edema,regular,1,0,1,0.000000,0.003104,False,63,1
Purpura_Thrombotic_Thrombocytopenic,regular,1,0,1,0.000000,0.003104,False,64,1
Renal_Insufficiency,regular,1,1,2,0.000000,0.003104,True,68,37
Spastic_syndrome,regular,1,0,1,0.000000,0.003104,False,65,1
Stiffness,regular,1,1,2,0.000000,0.003104,True,68,37
Vascular_Diseases,regular,1,2,3,0.000000,0.003104,True,68,37
Ventricular_Dysfunction_Left,regular,1,0,1,0.000000,0.003104,False,66,1
Ventricular_hypertrophy,regular,1,0,1,0.000000,0.003104,False,67,1
Hyperuricemia,regular,0,1,1,0.000000,0.001015,False,190,1
Hypoplasia,regular,0,1,1,0.000000,0.001015,False,191,1
imbalance,regular,0,2,2,0.000000,0.001015,False,192,1
Immobilization,regular,0,1,1,0.000000,0.001015,False,193,1
Immunosuppressive_Agents,regular,0,1,1,0.000000,0.001015,False,194,1
IMPACT_gene,regular,0,2,2,0.000000,0.001015,False,195,1
Impaired_cognition,regular,0,1,1,0.000000,0.001015,False,196,1
Inflammasomes,regular,0,1,1,0.000000,0.001015,False,197,1
Inflammatory_Response,regular,0,2,2,0.000000,0.001015,False,198,1
Infusion_procedures,regular,0,1,1,0.000000,0.001015,False,199,1
inhibitors,regular,0,1,1,0.000000,0.001015,False,200,1
Injection,regular,0,1,1,0.000000,0.001015,False,201,1
