"node","in_degree","out_degree","total_degree","betweenness","is_exposure","is_outcome","in_scc"
"Pancytopenia",2,1,3,5.57973444511619e-09,FALSE,FALSE,FALSE
"Parkinsonian_Disorders",4,1,5,0,FALSE,FALSE,TRUE
"Pathogenesis",10,4,14,4.49199422677874e-05,FALSE,FALSE,TRUE
"Pelvic_Pain",0,0,0,0,FALSE,FALSE,FALSE
"Procedures",1,0,1,0,FALSE,FALSE,FALSE
"Pruritus",2,0,2,0,FALSE,FALSE,FALSE
"Psoriasis",4,1,5,7.6129541247687e-06,FALSE,FALSE,TRUE
"Pulmonary_arterial_hypertension",2,2,4,1.16200489291272e-07,FALSE,FALSE,TRUE
"Respiratory_Insufficiency",0,1,1,0,FALSE,FALSE,FALSE
"Retinal_Degeneration",1,1,2,1.91852742893137e-09,FALSE,FALSE,FALSE
"Screening_procedure",0,0,0,0,FALSE,FALSE,FALSE
"Severe_pain",0,0,0,0,FALSE,FALSE,FALSE
"Severe_visual_impairment",0,0,0,0,FALSE,FALSE,FALSE
"Shoulder_Pain",0,0,0,0,FALSE,FALSE,FALSE
"Skin_lesion",0,0,0,0,FALSE,FALSE,FALSE
"Sleep_disturbances",1,0,1,0,FALSE,FALSE,FALSE
"Sleeplessness",0,0,0,0,FALSE,FALSE,FALSE
"Sterility",0,0,0,0,FALSE,FALSE,FALSE
"Superficial_ulcer",0,0,0,0,FALSE,FALSE,FALSE
"Syncope",2,1,3,3.74053892481696e-07,FALSE,FALSE,FALSE
"Systemic_disease",1,1,2,1.91852742893137e-09,FALSE,FALSE,FALSE
"Thromboembolism",1,6,7,1.07870226847885e-06,FALSE,FALSE,FALSE
"Tinnitus",2,0,2,0,FALSE,FALSE,FALSE
"Tooth_Loss",1,0,1,0,FALSE,FALSE,FALSE
"Transient_Ischemic_Attack",2,0,2,0,FALSE,FALSE,FALSE
"Tuberculosis",0,5,5,0,FALSE,FALSE,FALSE
"Urinary_tract_obstruction",0,3,3,0,FALSE,FALSE,FALSE
"Uveitis",4,0,4,0,FALSE,FALSE,FALSE
"Vertigo",0,0,0,0,FALSE,FALSE,FALSE
"Vomiting",3,2,5,1.75350108022989e-05,FALSE,FALSE,FALSE
"Wasting",2,1,3,3.18757053798569e-07,FALSE,FALSE,FALSE
"Weakness",0,0,0,0,FALSE,FALSE,FALSE
"comatose",2,1,3,2.19051043956132e-08,FALSE,FALSE,FALSE
"patient_care",0,0,0,0,FALSE,FALSE,FALSE
"skin_disorder",1,0,1,0,FALSE,FALSE,FALSE
"Disease_Outbreaks",0,1,1,0,FALSE,FALSE,FALSE
"Diseases_of_mitral_valve",0,2,2,0,FALSE,FALSE,FALSE
"Disks",0,1,1,0,FALSE,FALSE,FALSE
"Dislocations",0,0,0,0,FALSE,FALSE,FALSE
"Disorder_of_artery",1,3,4,1.14171349915391e-06,FALSE,FALSE,FALSE
"Disorder_of_circulatory_system",0,1,1,0,FALSE,FALSE,FALSE
"Dissecting_hemorrhage",0,1,1,0,FALSE,FALSE,FALSE
"Dissection",0,7,7,0,FALSE,FALSE,FALSE
"Dissection_of_aorta",2,3,5,3.31205114170412e-05,FALSE,FALSE,TRUE
"Distemper_Virus_Canine",0,0,0,0,FALSE,FALSE,FALSE
"Diuretics",0,2,2,0,FALSE,FALSE,FALSE
"Dobutamine",0,3,3,0,FALSE,FALSE,FALSE
"Dopamine",0,20,20,0,FALSE,FALSE,FALSE
"Dyskinetic_syndrome",3,0,3,0,FALSE,FALSE,FALSE
"Excitation",7,2,9,3.77329671280073e-07,FALSE,FALSE,FALSE
"Schizophrenia",1,0,1,0,FALSE,FALSE,FALSE
"Dopamine_Receptor",0,1,1,0,FALSE,FALSE,FALSE
"Double_Stranded_DNA_Virus",0,0,0,0,FALSE,FALSE,FALSE
"Down_Syndrome",2,1,3,6.21892623769153e-05,FALSE,FALSE,FALSE
"Doxorubicin",0,11,11,0,FALSE,FALSE,FALSE
"Drainage_procedure",0,0,0,0,FALSE,FALSE,FALSE
"Drinking_Water",0,7,7,0,FALSE,FALSE,FALSE
"Fluoride_Poisoning",1,0,1,0,FALSE,FALSE,FALSE
"Drug_Delivery_Systems",0,1,1,0,FALSE,FALSE,FALSE
"Drug_abuse",0,0,0,0,FALSE,FALSE,FALSE
"Drug_eluting_stent",0,1,1,0,FALSE,FALSE,FALSE
"Drug_vehicle",0,0,0,0,FALSE,FALSE,FALSE
"Dust",0,3,3,0,FALSE,FALSE,FALSE
"Dyes",0,1,1,0,FALSE,FALSE,FALSE
"Dysplasia_of_kidney_NOS",0,1,1,0,FALSE,FALSE,FALSE
"Dysregulated_host_response",0,0,0,0,FALSE,FALSE,FALSE
"EFS",0,1,1,0,FALSE,FALSE,FALSE
"EHEC_Escherichia_coli",0,0,0,0,FALSE,FALSE,FALSE
"ERCC8_CSH1_HSPA9",0,6,6,0,FALSE,FALSE,FALSE
"Early_Diagnosis",0,0,0,0,FALSE,FALSE,FALSE
"Earthquakes",0,0,0,0,FALSE,FALSE,FALSE
"Eating_Disorders",0,1,1,0,FALSE,FALSE,FALSE
"Ebola_virus",0,0,0,0,FALSE,FALSE,FALSE
"Echinococcosis",0,0,0,0,FALSE,FALSE,FALSE
"Echinococcus_granulosus",0,0,0,0,FALSE,FALSE,FALSE
"Echinococcus_multilocularis",0,0,0,0,FALSE,FALSE,FALSE
"Echocardiography",0,1,1,0,FALSE,FALSE,FALSE
"Eclampsia",0,1,1,0,FALSE,FALSE,FALSE
"Ecosystem",0,1,1,0,FALSE,FALSE,FALSE
"Ecstasy_drug",0,4,4,0,FALSE,FALSE,FALSE
"Ectopic_ACTH_POMC",0,1,1,0,FALSE,FALSE,FALSE
"Ectopic_production_of_endocrine_substance",0,1,1,0,FALSE,FALSE,FALSE
"Egg_Food_Product",0,1,1,0,FALSE,FALSE,FALSE
"Ehrlichia",0,0,0,0,FALSE,FALSE,FALSE
"Elastases",0,1,1,0,FALSE,FALSE,FALSE
"Electric_stimulation_technique",0,1,1,0,FALSE,FALSE,FALSE
"Electricity",0,0,0,0,FALSE,FALSE,FALSE
"Electrocardiogram",0,1,1,0,FALSE,FALSE,FALSE
"Electroconvulsive_Therapy",0,0,0,0,FALSE,FALSE,FALSE
"Electromagnetic_Energy",0,0,0,0,FALSE,FALSE,FALSE
"Elements",0,1,1,0,FALSE,FALSE,FALSE
"Embolism",2,12,14,0.000232974788207588,FALSE,FALSE,TRUE
"Spinal_cord_infarction",1,0,1,0,FALSE,FALSE,FALSE
"Embolism_Cholesterol",0,1,1,0,FALSE,FALSE,FALSE
"Embolism_Fat",0,1,1,0,FALSE,FALSE,FALSE
"Embolism_Paradoxical",0,3,3,0,FALSE,FALSE,FALSE
"Embolization_Therapeutic",0,10,10,0,FALSE,FALSE,FALSE
"Embryonic_Mosaic",0,0,0,0,FALSE,FALSE,FALSE
"Emotional_Stress",0,2,2,0,FALSE,FALSE,FALSE
"Encephalomyelitis_Virus_Murine_Theiler",0,0,0,0,FALSE,FALSE,FALSE
"Encephalomyocarditis_virus",0,1,1,0,FALSE,FALSE,FALSE
"Endocarditis",0,1,1,0,FALSE,FALSE,FALSE
"Endocrine_Disruptors",0,2,2,0,FALSE,FALSE,FALSE
"Endocrine_System_Diseases",0,3,3,0,FALSE,FALSE,FALSE
"Endocrine_therapy",0,0,0,0,FALSE,FALSE,FALSE
"Endoleak",0,0,0,0,FALSE,FALSE,FALSE
"Endometriosis_site_unspecified",1,0,1,0,FALSE,FALSE,FALSE
"Endopeptidases",0,4,4,0,FALSE,FALSE,FALSE
"Endoplasmic_Reticulum_Stress",2,0,2,0,FALSE,FALSE,FALSE
"Endosulfan",0,2,2,0,FALSE,FALSE,FALSE
"Corneal_edema",1,0,1,0,FALSE,FALSE,FALSE
"Endothelin",0,4,4,0,FALSE,FALSE,FALSE
"Endothelin_1",0,13,13,0,FALSE,FALSE,FALSE
"Endothelin_3",0,1,1,0,FALSE,FALSE,FALSE
"Endotoxemia",2,2,4,0,FALSE,FALSE,FALSE
"Endotoxins",0,10,10,0,FALSE,FALSE,FALSE
"Energy_Physics",0,0,0,0,FALSE,FALSE,FALSE
"Enflurane",0,1,1,0,FALSE,FALSE,FALSE
"Enlargement_of_tonsil_or_adenoid",0,1,1,0,FALSE,FALSE,FALSE
"Enlargement_procedure",0,0,0,0,FALSE,FALSE,FALSE
"Entamoeba_histolytica",0,0,0,0,FALSE,FALSE,FALSE
"Enterobacteriaceae",0,0,0,0,FALSE,FALSE,FALSE
"Enterococcus",0,0,0,0,FALSE,FALSE,FALSE
"Enterocolitis",0,1,1,0,FALSE,FALSE,FALSE
"Enterocolitis_Necrotizing",0,1,1,0,FALSE,FALSE,FALSE
"Enterohemorrhagic_E_coli",0,0,0,0,FALSE,FALSE,FALSE
"Enteropathogenic_Escherichia_coli",0,0,0,0,FALSE,FALSE,FALSE
"Enterotoxigenic_Escherichia_coli",0,1,1,0,FALSE,FALSE,FALSE
"Enterovirus",0,0,0,0,FALSE,FALSE,FALSE
"Enterovirus_Infections",0,0,0,0,FALSE,FALSE,FALSE
"Environmental_Exposure",0,0,0,0,FALSE,FALSE,FALSE
"Environmental_Pollutants",0,2,2,0,FALSE,FALSE,FALSE
"Environmental_Pollution",0,0,0,0,FALSE,FALSE,FALSE
"Environmental_Stress",0,0,0,0,FALSE,FALSE,FALSE
"Environmental_Tobacco_Smoke",0,0,0,0,FALSE,FALSE,FALSE
"Enzyme_Deficiency",1,0,1,0,FALSE,FALSE,FALSE
"Enzymes",0,21,21,0,FALSE,FALSE,FALSE
"Abnormal_shape",3,0,3,0,FALSE,FALSE,FALSE
"Respiratory_Burst",1,0,1,0,FALSE,FALSE,FALSE
"conjugation",1,0,1,0,FALSE,FALSE,FALSE
"Eosinophilic_esophagitis",0,0,0,0,FALSE,FALSE,FALSE
"Epidemic",0,2,2,0,FALSE,FALSE,FALSE
"Epidermal_Growth_Factor_EGF",0,1,1,0,FALSE,FALSE,FALSE
"Epidermal_growth_factor_receptor_inhibitor",0,0,0,0,FALSE,FALSE,FALSE
"Epigenetic_Process",0,0,0,0,FALSE,FALSE,FALSE
"Epinephrine",0,23,23,0,FALSE,FALSE,FALSE
"Acute_pulmonary_edema_unspecified",1,0,1,0,FALSE,FALSE,FALSE
"Hypokalemia",4,1,5,1.36208508089536e-07,FALSE,FALSE,FALSE
"Hypotension",5,0,5,0,FALSE,FALSE,FALSE
"Platelet_aggregation",3,0,3,0,FALSE,FALSE,FALSE
"Pulmonary_Thromboembolisms",1,2,3,7.53598444164709e-08,FALSE,FALSE,FALSE
"Ventricular_Fibrillation",8,2,10,7.43660882263636e-08,FALSE,FALSE,TRUE
"Ventricular_Premature_Complexes",2,1,3,8.61660936196228e-07,FALSE,FALSE,TRUE
"Epirubicin",0,1,1,0,FALSE,FALSE,FALSE
"Epitopes",0,0,0,0,FALSE,FALSE,FALSE
"Epoprostenol",0,2,2,0,FALSE,FALSE,FALSE
"Epstein_Barr_Virus_Infections",0,0,0,0,FALSE,FALSE,FALSE
"Ergonovine",0,2,2,0,FALSE,FALSE,FALSE
"Ergotamine",0,1,1,0,FALSE,FALSE,FALSE
"Erwinia_amylovora",0,0,0,0,FALSE,FALSE,FALSE
"Erythromycin",0,1,1,0,FALSE,FALSE,FALSE
"Erythropoietin_EPO",0,6,6,0,FALSE,FALSE,FALSE
"Erythrocytosis",1,0,1,0,FALSE,FALSE,FALSE
"Red_Cell_Aplasia_Pure",1,0,1,0,FALSE,FALSE,FALSE
"Escherichia_coli",0,3,3,0,FALSE,FALSE,FALSE
"Escherichia_coli_Infections",0,0,0,0,FALSE,FALSE,FALSE
"Escherichia_coli_O157",0,0,0,0,FALSE,FALSE,FALSE
"Essential_Hypertension",1,1,2,0,FALSE,FALSE,TRUE
"Esters",0,1,1,0,FALSE,FALSE,FALSE
"Estradiol",0,3,3,0,FALSE,FALSE,FALSE
"Estrogenic",0,0,0,0,FALSE,FALSE,FALSE
"Estrogens",0,39,39,0,FALSE,FALSE,FALSE
"Endometrial_Carcinoma",1,0,1,0,FALSE,FALSE,FALSE
"Endometrial_Hyperplasia",1,0,1,0,FALSE,FALSE,FALSE
"Feminization",1,0,1,0,FALSE,FALSE,FALSE
"Gynecomastia",1,0,1,0,FALSE,FALSE,FALSE
"Hyperprolactinemia",3,0,3,0,FALSE,FALSE,FALSE
"Hypertriglyceridemia",3,0,3,0,FALSE,FALSE,FALSE
"Kidney_Neoplasms",1,0,1,0,FALSE,FALSE,FALSE
"Lordosis",1,0,1,0,FALSE,FALSE,FALSE
"Malignant_neoplasm_of_endometrium",1,0,1,0,FALSE,FALSE,FALSE
"Mammary_Neoplasms",1,0,1,0,FALSE,FALSE,FALSE
"Pituitary_Neoplasms",1,1,2,1.73907333268779e-08,FALSE,FALSE,FALSE
"Prolactinoma",1,0,1,0,FALSE,FALSE,FALSE
"Receptiveness",1,0,1,0,FALSE,FALSE,FALSE
"Renal_Cell_Carcinoma",1,1,2,1.73907333268779e-08,FALSE,FALSE,FALSE
"Tumorigenesis",3,1,4,0,FALSE,FALSE,TRUE
"Ethanol",0,123,123,0,FALSE,FALSE,FALSE
"Abnormal_coordination",1,0,1,0,FALSE,FALSE,FALSE
"Absence_of_pain_sensation",7,0,7,0,FALSE,FALSE,FALSE
"Acute_ulcer",1,0,1,0,FALSE,FALSE,FALSE
"Aggressive_behavior",1,0,1,0,FALSE,FALSE,FALSE
"Amnesia",2,0,2,0,FALSE,FALSE,FALSE
"Asleep",1,0,1,0,FALSE,FALSE,FALSE
"Blood_alcohol_concentration",1,0,1,0,FALSE,FALSE,FALSE
"Cytoprotection",1,0,1,0,FALSE,FALSE,FALSE
"Dependence",4,0,4,0,FALSE,FALSE,FALSE
"Fetal_Alcohol_Syndrome",1,0,1,0,FALSE,FALSE,FALSE
"Fetal_Diseases",1,0,1,0,FALSE,FALSE,FALSE
"Flushing",1,0,1,0,FALSE,FALSE,FALSE
"Gastric_erosions",1,0,1,0,FALSE,FALSE,FALSE
"Gastric_mucosal_lesion",1,0,1,0,FALSE,FALSE,FALSE
"Gastritis",1,0,1,0,FALSE,FALSE,FALSE
"Hepatic_pathology",1,0,1,0,FALSE,FALSE,FALSE
"Injury_of_pancreas",1,0,1,0,FALSE,FALSE,FALSE
"Injury_to_liver_NOS",2,0,2,0,FALSE,FALSE,FALSE
"Intoxication",1,1,2,0,FALSE,FALSE,FALSE
"Lesion_of_liver",1,0,1,0,FALSE,FALSE,FALSE
"Mental_Retardation",1,0,1,0,FALSE,FALSE,FALSE
"Microcephaly",1,0,1,0,FALSE,FALSE,FALSE
"Narcosis",1,0,1,0,FALSE,FALSE,FALSE
"Need_for_isolation",1,1,2,1.21735133288145e-07,FALSE,FALSE,FALSE
"Onset_of_illness",1,1,2,6.3239030279556e-09,FALSE,FALSE,FALSE
"Physical_addiction",1,0,1,0,FALSE,FALSE,FALSE
"Sedation",2,1,3,4.63752888716744e-08,FALSE,FALSE,FALSE
"Violence",1,0,1,0,FALSE,FALSE,FALSE
"biological_adaptation_to_stress",1,0,1,0,FALSE,FALSE,FALSE
"hypothermia_natural",7,2,9,2.92906625651735e-06,FALSE,FALSE,TRUE
"Ethylnitrosourea",0,1,1,0,FALSE,FALSE,FALSE
"Etiologic_Agent",0,0,0,0,FALSE,FALSE,FALSE
"Etomidate",0,1,1,0,FALSE,FALSE,FALSE
"Etoposide",0,1,1,0,FALSE,FALSE,FALSE
"Eukaryota",0,0,0,0,FALSE,FALSE,FALSE
"Evolution",0,0,0,0,FALSE,FALSE,FALSE
"Excision",0,21,21,0,FALSE,FALSE,FALSE
"Massive_hemorrhage",3,1,4,8.86900685794694e-09,FALSE,FALSE,FALSE
"Postoperative_Complications",2,1,3,7.21274654110143e-09,FALSE,FALSE,FALSE
"Shock_Hemorrhagic",2,1,3,6.62504126738205e-09,FALSE,FALSE,FALSE
"Short_Bowel_Syndrome",1,0,1,0,FALSE,FALSE,FALSE
"Excitatory_Amino_Acids",0,1,1,0,FALSE,FALSE,FALSE
"Excitotoxins",0,2,2,0,FALSE,FALSE,FALSE
"Exercise_stress_test",0,1,1,0,FALSE,FALSE,FALSE
"Exhaustion",0,1,1,0,FALSE,FALSE,FALSE
"Exploration_procedure",0,0,0,0,FALSE,FALSE,FALSE
"Exsanguination",0,1,1,0,FALSE,FALSE,FALSE
"Extracellular_Matrix_Proteins",0,1,1,0,FALSE,FALSE,FALSE
"Extracorporeal_Circulation",0,1,1,0,FALSE,FALSE,FALSE
"Extracorporeal_Membrane_Oxygenation",0,0,0,0,FALSE,FALSE,FALSE
"Extraction",0,0,0,0,FALSE,FALSE,FALSE
"Impotence",2,0,2,0,FALSE,FALSE,FALSE
"Peritonitis",4,2,6,1.6473010572334e-07,FALSE,FALSE,FALSE
"FAS",0,1,1,0,FALSE,FALSE,FALSE
"FGF23",0,0,0,0,FALSE,FALSE,FALSE
"FGFR3_gene_FGFR3",0,2,2,0,FALSE,FALSE,FALSE
"FLVCR1",0,1,1,0,FALSE,FALSE,FALSE
"FRAGMENTS",0,4,4,0,FALSE,FALSE,FALSE
"Fabry_Disease",1,1,2,0,FALSE,FALSE,FALSE
"Familial_Mediterranean_Fever",1,1,2,0,FALSE,FALSE,FALSE
"Familial_hypocalciuric_hypercalcemia",0,1,1,0,FALSE,FALSE,FALSE
"Family_Picornaviridae",0,0,0,0,FALSE,FALSE,FALSE
"Fasciola_hepatica",0,0,0,0,FALSE,FALSE,FALSE
"Fasting",0,2,2,0,FALSE,FALSE,FALSE
"Fat_diet",0,1,1,0,FALSE,FALSE,FALSE
"Fatty_Acids",0,4,4,0,FALSE,FALSE,FALSE
"Fatty_Acids_Nonesterified",0,5,5,0,FALSE,FALSE,FALSE
"Fatty_Acids_Saturated",0,2,2,0,FALSE,FALSE,FALSE
"Febrile_neutropenia",1,2,3,1.35987689172579e-08,FALSE,FALSE,FALSE
"Feces",0,0,0,0,FALSE,FALSE,FALSE
"Fentanyl",0,1,1,0,FALSE,FALSE,FALSE
"Fetal_Distress",0,2,2,0,FALSE,FALSE,FALSE
"Fetal_Membranes_Premature_Rupture",0,1,1,0,FALSE,FALSE,FALSE
"Fibroblast_Growth_Factor",0,0,0,0,FALSE,FALSE,FALSE
"Fibroblast_Growth_Factor_2",0,0,0,0,FALSE,FALSE,FALSE
"Fibromuscular_Dysplasia",0,5,5,0,FALSE,FALSE,FALSE
"Fibromyalgia",0,1,1,0,FALSE,FALSE,FALSE
"Esophageal_Varices",1,0,1,0,FALSE,FALSE,FALSE
"Hepatic_Encephalopathy",1,1,2,0,FALSE,FALSE,FALSE
"Hypersplenism",1,0,1,0,FALSE,FALSE,FALSE
"Systemic_Scleroderma",2,2,4,3.98187463341383e-08,FALSE,FALSE,TRUE
"Filaria_bancrofti",0,0,0,0,FALSE,FALSE,FALSE
"Filarial_Elephantiases",0,1,1,0,FALSE,FALSE,FALSE
"Filarioidea",0,0,0,0,FALSE,FALSE,FALSE
"Flagellin",0,2,2,0,FALSE,FALSE,FALSE
"Flavivirus",0,0,0,0,FALSE,FALSE,FALSE
"Floxacillin",0,0,0,0,FALSE,FALSE,FALSE
"Fluid_overload",1,2,3,3.10946311884577e-05,FALSE,FALSE,FALSE
"Flunitrazepam",0,1,1,0,FALSE,FALSE,FALSE
"Fluorides",0,3,3,0,FALSE,FALSE,FALSE
"Fluorouracil",0,1,1,0,FALSE,FALSE,FALSE
"Fluoxetine",0,0,0,0,FALSE,FALSE,FALSE
"Focal_segmental_glomerulosclerosis",1,3,4,1.08114962626577e-07,FALSE,FALSE,FALSE
"Folic_Acid",0,1,1,0,FALSE,FALSE,FALSE
"Follicle_Stimulating_Hormone",0,0,0,0,FALSE,FALSE,FALSE
"Food",0,4,4,0,FALSE,FALSE,FALSE
"Food_Allergy",0,0,0,0,FALSE,FALSE,FALSE
"Food_Chain",0,1,1,0,FALSE,FALSE,FALSE
"Foot_and_Mouth_Disease_Virus",0,0,0,0,FALSE,FALSE,FALSE
"Foramen_Ovale_Patent",0,2,2,0,FALSE,FALSE,FALSE
"Force",0,2,2,0,FALSE,FALSE,FALSE
"Foreign_Bodies",0,2,2,0,FALSE,FALSE,FALSE
"Formaldehyde",0,3,3,0,FALSE,FALSE,FALSE
"Founder_Effect",0,0,0,0,FALSE,FALSE,FALSE
"Fracture",2,1,3,8.69536666343895e-09,FALSE,FALSE,FALSE
"Fracture_Fixation_Internal",0,0,0,0,FALSE,FALSE,FALSE
"Frailty",0,1,1,0,FALSE,FALSE,FALSE
"Francisella_tularensis",0,0,0,0,FALSE,FALSE,FALSE
"Free_Radicals",0,20,20,0,FALSE,FALSE,FALSE
"Reperfusion_Injury",3,10,13,4.58732740013518e-06,FALSE,FALSE,FALSE
"Freezing",0,0,0,0,FALSE,FALSE,FALSE
"Freund_s_Adjuvant",0,3,3,0,FALSE,FALSE,FALSE
"Fructose",0,13,13,0,FALSE,FALSE,FALSE
"Fruit",0,0,0,0,FALSE,FALSE,FALSE
"Functional_RNA",0,0,0,0,FALSE,FALSE,FALSE
"Fecal_Incontinence",0,0,0,0,FALSE,FALSE,FALSE
"Huntington_Disease",3,1,4,2.64974305309188e-08,FALSE,FALSE,FALSE
"Incontinence",1,0,1,0,FALSE,FALSE,FALSE
"Lymphedema",2,1,3,6.70426957995116e-07,FALSE,FALSE,TRUE
"Migraine_Disorders",6,3,9,0.00023204305628786,FALSE,FALSE,TRUE
"Fungi_Filamentous",0,0,0,0,FALSE,FALSE,FALSE
"Furazolidone",0,1,1,0,FALSE,FALSE,FALSE
"Fusarium",0,0,0,0,FALSE,FALSE,FALSE
"Fusarium_graminearum",0,0,0,0,FALSE,FALSE,FALSE
"Fusarium_moniliforme_antigen",0,0,0,0,FALSE,FALSE,FALSE
"Fusarium_oxysporum",0,0,0,0,FALSE,FALSE,FALSE
"Fusarium_solani",0,0,0,0,FALSE,FALSE,FALSE
"Fusion_procedure",0,1,1,0,FALSE,FALSE,FALSE
"GABPA_NFE2L2",0,1,1,0,FALSE,FALSE,FALSE
"GAL",0,0,0,0,FALSE,FALSE,FALSE
"GA_Binding_Protein_Transcription_Factor_GABPA_NFE2L2",0,1,1,0,FALSE,FALSE,FALSE
"GLUCOSE_OXIDASE",0,1,1,0,FALSE,FALSE,FALSE
"GLUTATHIONE_PEROXIDASE",0,1,1,0,FALSE,FALSE,FALSE
"GTPase_Activating_Proteins",0,1,1,0,FALSE,FALSE,FALSE
"G_Protein_Coupled_Receptors",0,0,0,0,FALSE,FALSE,FALSE
"Gadolinium",0,1,1,0,FALSE,FALSE,FALSE
"Gain_of_Function_Mutation",0,1,1,0,FALSE,FALSE,FALSE
"Gait",0,1,1,0,FALSE,FALSE,FALSE
"Galactosamine",0,1,1,0,FALSE,FALSE,FALSE
"Galanin",0,2,2,0,FALSE,FALSE,FALSE
"Galectin_1",0,1,1,0,FALSE,FALSE,FALSE
"Gamma_Rays",0,1,1,0,FALSE,FALSE,FALSE
"Ganoderma_boninense",0,0,0,0,FALSE,FALSE,FALSE
"Gases",0,1,1,0,FALSE,FALSE,FALSE
"Gastroesophageal_reflux_disease",0,1,1,0,FALSE,FALSE,FALSE
"Gastrointestinal_Diseases",0,2,2,0,FALSE,FALSE,FALSE
"Gastrointestinal_Hemorrhage",0,1,1,0,FALSE,FALSE,FALSE
"Gastroparesis",0,0,0,0,FALSE,FALSE,FALSE
"Gel",0,1,1,0,FALSE,FALSE,FALSE
"Geminiviridae",0,0,0,0,FALSE,FALSE,FALSE
"Gene_Deletion",0,0,0,0,FALSE,FALSE,FALSE
"Gene_Environment_Interaction",0,0,0,0,FALSE,FALSE,FALSE
"Gene_Expression",0,0,0,0,FALSE,FALSE,FALSE
"Gene_Expression_Regulation",0,0,0,0,FALSE,FALSE,FALSE
"Gene_Mutation",0,13,13,0,FALSE,FALSE,FALSE
"Hypercholesterolemia_Familial",2,4,6,1.99954963735766e-06,FALSE,FALSE,FALSE
"Hypertrophic_Cardiomyopathy",5,5,10,3.68536865451034e-05,FALSE,FALSE,TRUE
"Muscular_Dystrophy_Duchenne",2,1,3,8.24243045688697e-09,FALSE,FALSE,FALSE
"Gene_function",0,0,0,0,FALSE,FALSE,FALSE
"General_Anesthesia",0,0,0,0,FALSE,FALSE,FALSE
"Generalized_ischemic_myocardial_dysfunction",0,2,2,0,FALSE,FALSE,FALSE
"Adenomatous_Polyposis_Coli",0,0,0,0,FALSE,FALSE,FALSE
"Adrenoleukodystrophy",1,0,1,0,FALSE,FALSE,FALSE
"Amelogenesis_Imperfecta",1,0,1,0,FALSE,FALSE,FALSE
"Autosomal_dominant_retinitis_pigmentosa",0,0,0,0,FALSE,FALSE,FALSE
"Autosomal_recessive_retinitis_pigmentosa",0,0,0,0,FALSE,FALSE,FALSE
"Cell_Cycle_Arrest",1,0,1,0,FALSE,FALSE,FALSE
"Cell_division",0,0,0,0,FALSE,FALSE,FALSE
"Charcot_Marie_Tooth_Disease",1,0,1,0,FALSE,FALSE,FALSE
"Congenital_cataract",0,0,0,0,FALSE,FALSE,FALSE
"Dwarfism",0,0,0,0,FALSE,FALSE,FALSE
"Familial_disease",1,0,1,0,FALSE,FALSE,FALSE
"Fragile_X_Syndrome",1,0,1,0,FALSE,FALSE,FALSE
"Frontotemporal_Lobar_Degeneration",0,0,0,0,FALSE,FALSE,FALSE
"Frontotemporal_dementia",1,0,1,0,FALSE,FALSE,FALSE
"Fukuyama_congenital_muscular_dystrophy",1,0,1,0,FALSE,FALSE,FALSE
"Genomic_Instability",1,0,1,0,FALSE,FALSE,FALSE
"Hereditary_Malignant_Neoplasm",0,0,0,0,FALSE,FALSE,FALSE
"Hereditary_hemochromatosis",1,0,1,0,FALSE,FALSE,FALSE
"Hermanski_Pudlak_Syndrome",1,0,1,0,FALSE,FALSE,FALSE
"Hypoplasia",0,1,1,0,FALSE,FALSE,FALSE
"Immunity",3,1,4,0,FALSE,FALSE,FALSE
"Intellectual_Disability",0,0,0,0,FALSE,FALSE,FALSE
"Intellectual_functioning_disability",0,0,0,0,FALSE,FALSE,FALSE
"Leber_s_amaurosis",1,0,1,0,FALSE,FALSE,FALSE
"Leukemia_Myelocytic_Acute",0,0,0,0,FALSE,FALSE,FALSE
"Long_QT_Syndrome",1,1,2,0,FALSE,FALSE,FALSE
"Mendelian_disorders",1,0,1,0,FALSE,FALSE,FALSE
"Mental_disorders",1,0,1,0,FALSE,FALSE,FALSE
"Metabolic_Detoxication_Drug",0,0,0,0,FALSE,FALSE,FALSE
"Muscular_Dystrophies",1,0,1,0,FALSE,FALSE,FALSE
"Mutant",0,0,0,0,FALSE,FALSE,FALSE
"Myopia",0,0,0,0,FALSE,FALSE,FALSE
"Neural_Tube_Defects",0,0,0,0,FALSE,FALSE,FALSE
"Neurodevelopmental_disorder",0,0,0,0,FALSE,FALSE,FALSE
"Osteogenesis_Imperfecta",1,0,1,0,FALSE,FALSE,FALSE
"Primary_open_angle_glaucoma",1,0,1,0,FALSE,FALSE,FALSE
"Retinal_dystrophy",1,0,1,0,FALSE,FALSE,FALSE
"Retinitis_Pigmentosa",1,2,3,6.06605599997189e-08,FALSE,FALSE,FALSE
"Rett_Syndrome",1,0,1,0,FALSE,FALSE,FALSE
"Silence",1,0,1,0,FALSE,FALSE,FALSE
"Starvation",0,1,1,0,FALSE,FALSE,FALSE
"Sterility_Male",0,0,0,0,FALSE,FALSE,FALSE
"Werner_Syndrome",1,0,1,0,FALSE,FALSE,FALSE
"X_linked_agammaglobulinemia",1,0,1,0,FALSE,FALSE,FALSE
"biofilm_formation",0,0,0,0,FALSE,FALSE,FALSE
"Genital_lesion",0,0,0,0,FALSE,FALSE,FALSE
"Genome",0,0,0,0,FALSE,FALSE,FALSE
"Genome_Human",0,0,0,0,FALSE,FALSE,FALSE
